Order_ID,Order_Date,Region,Category,Segment,Ship_Mode,Sales,Profit,Discount,Quantity,Year,Month,Month_Name,Quarter
ORD-10056,2021-02-26,South,Office Supplies,Home Office,Standard Class,999.17,-41.09,0.2,7,2021,2,February,1
ORD-10057,2021-02-27,West,Grocery,Home Office,Second Class,448.17,51.7,0.15,6,2021,2,February,1
ORD-10058,2021-02-28,Central,Office Supplies,Corporate,Standard Class,1664.96,247.04,0.1,12,2021,2,February,1
ORD-10059,2021-03-01,South,Office Supplies,Home Office,First Class,1002.86,181.0,0.05,9,2021,3,March,1
ORD-10060,2021-03-02,East,Grocery,Home Office,First Class,1410.49,15.2,0.2,7,2021,3,March,1
ORD-10061,2021-03-03,South,Furniture,Home Office,First Class,3057.07,77.16,0.15,8,2021,3,March,1
ORD-10062,2021-03-04,East,Grocery,Home Office,Standard Class,1196.46,88.36,0.2,5,2021,3,March,1
ORD-10063,2021-03-05,East,Technology,Home Office,First Class,2728.33,154.81,0.05,4,2021,3,March,1
ORD-10064,2021-03-06,Central,Grocery,Consumer,Same Day,1085.35,31.12,0.3,7,2021,3,March,1
ORD-10065,2021-03-07,South,Grocery,Corporate,Second Class,1226.4,77.92,0.3,3,2021,3,March,1
ORD-10066,2021-03-08,South,Technology,Consumer,Second Class,5063.13,-531.41,0.3,13,2021,3,March,1
ORD-10067,2021-03-09,West,Furniture,Corporate,Second Class,4003.83,721.0,0.15,13,2021,3,March,1
ORD-10068,2021-03-10,North,Fashion,Corporate,Same Day,1843.7,-33.5,0.2,14,2021,3,March,1
ORD-10069,2021-03-11,South,Grocery,Corporate,Second Class,709.41,28.76,0.3,14,2021,3,March,1
ORD-10070,2021-03-12,East,Grocery,Corporate,Same Day,720.02,-43.67,0.3,2,2021,3,March,1
ORD-10071,2021-03-13,Central,Office Supplies,Consumer,Second Class,1404.37,109.63,0.05,3,2021,3,March,1
ORD-10072,2021-03-14,West,Furniture,Corporate,Same Day,3156.88,-118.53,0.2,6,2021,3,March,1
ORD-10073,2021-03-15,South,Grocery,Home Office,Standard Class,839.28,-40.97,0.2,14,2021,3,March,1
ORD-10074,2021-03-16,North,Office Supplies,Corporate,Same Day,2142.73,96.37,0.3,9,2021,3,March,1
ORD-10075,2021-03-17,South,Furniture,Consumer,First Class,1321.9,65.73,0.15,7,2021,3,March,1
ORD-10076,2021-03-18,East,Grocery,Corporate,Second Class,393.98,11.35,0.2,10,2021,3,March,1
ORD-10077,2021-03-19,West,Fashion,Consumer,Same Day,1177.96,40.68,0.15,3,2021,3,March,1
ORD-10078,2021-03-20,East,Office Supplies,Corporate,First Class,1184.34,204.58,0.15,6,2021,3,March,1
ORD-10079,2021-03-21,North,Grocery,Consumer,Same Day,1039.67,88.35,0.3,1,2021,3,March,1
ORD-10080,2021-03-22,East,Office Supplies,Home Office,Standard Class,684.54,-74.47,0.3,13,2021,3,March,1
ORD-10081,2021-03-23,East,Furniture,Consumer,Second Class,3188.96,224.43,0.05,4,2021,3,March,1
ORD-10082,2021-03-24,South,Furniture,Home Office,First Class,1904.71,259.9,0.1,13,2021,3,March,1
ORD-10083,2021-03-25,East,Technology,Corporate,Standard Class,7651.99,1493.36,0.0,10,2021,3,March,1
ORD-10084,2021-03-26,South,Grocery,Home Office,Second Class,1230.17,92.81,0.2,2,2021,3,March,1
ORD-10085,2021-03-27,North,Technology,Home Office,Standard Class,6730.6,130.85,0.2,13,2021,3,March,1
ORD-10086,2021-03-28,North,Grocery,Consumer,First Class,1396.14,5.04,0.15,1,2021,3,March,1
ORD-10087,2021-03-29,South,Office Supplies,Home Office,Second Class,2140.97,515.11,0.05,7,2021,3,March,1
ORD-10088,2021-03-30,Central,Office Supplies,Home Office,Same Day,2334.04,235.73,0.15,8,2021,3,March,1
ORD-10089,2021-03-31,East,Office Supplies,Consumer,First Class,1112.11,83.9,0.15,15,2021,3,March,1
ORD-10090,2021-04-01,South,Fashion,Corporate,Standard Class,1178.24,67.66,0.1,8,2021,4,April,2
ORD-10091,2021-04-02,North,Office Supplies,Corporate,First Class,1684.92,199.18,0.0,9,2021,4,April,2
ORD-10092,2021-04-03,South,Furniture,Corporate,Second Class,3912.79,315.62,0.15,12,2021,4,April,2
ORD-10093,2021-04-04,West,Technology,Corporate,Second Class,3332.82,59.3,0.3,7,2021,4,April,2
ORD-10094,2021-04-05,South,Office Supplies,Home Office,First Class,1755.82,-78.38,0.3,7,2021,4,April,2
ORD-10095,2021-04-06,North,Grocery,Corporate,First Class,1268.82,181.58,0.0,4,2021,4,April,2
ORD-10096,2021-04-07,East,Fashion,Consumer,Second Class,1416.78,142.27,0.15,12,2021,4,April,2
ORD-10097,2021-04-08,Central,Fashion,Corporate,Standard Class,1466.54,175.51,0.05,14,2021,4,April,2
ORD-10098,2021-04-09,West,Office Supplies,Home Office,Second Class,2646.02,504.52,0.0,5,2021,4,April,2
ORD-10099,2021-04-10,South,Furniture,Consumer,Standard Class,3171.47,326.96,0.1,10,2021,4,April,2
ORD-10100,2021-04-11,West,Furniture,Corporate,Same Day,2882.97,273.35,0.0,2,2021,4,April,2
ORD-10101,2021-04-12,East,Technology,Consumer,First Class,2546.24,510.24,0.05,2,2021,4,April,2
ORD-10102,2021-04-13,Central,Fashion,Home Office,Second Class,1678.55,221.07,0.2,13,2021,4,April,2
ORD-10103,2021-04-14,Central,Office Supplies,Corporate,First Class,726.48,103.18,0.2,10,2021,4,April,2
ORD-10104,2021-04-15,East,Technology,Home Office,Second Class,2311.48,-154.93,0.3,5,2021,4,April,2
ORD-10105,2021-04-16,West,Fashion,Consumer,Standard Class,2457.22,187.93,0.15,7,2021,4,April,2
ORD-10106,2021-04-17,East,Technology,Corporate,First Class,2248.43,65.62,0.15,12,2021,4,April,2
ORD-10107,2021-04-18,Central,Office Supplies,Home Office,Second Class,1743.58,365.33,0.0,7,2021,4,April,2
ORD-10108,2021-04-19,East,Office Supplies,Consumer,Standard Class,1849.59,332.65,0.1,3,2021,4,April,2
ORD-10109,2021-04-20,South,Office Supplies,Consumer,Same Day,2069.44,421.2,0.1,12,2021,4,April,2
ORD-10110,2021-04-21,Central,Fashion,Corporate,Same Day,820.45,29.87,0.2,2,2021,4,April,2
ORD-10111,2021-04-22,Central,Office Supplies,Corporate,Standard Class,2620.01,562.49,0.05,2,2021,4,April,2
ORD-10112,2021-04-23,Central,Fashion,Consumer,First Class,2643.03,304.05,0.0,10,2021,4,April,2
ORD-10113,2021-04-24,South,Fashion,Corporate,Second Class,2319.66,187.53,0.15,10,2021,4,April,2
ORD-10114,2021-04-25,South,Technology,Corporate,Same Day,6021.84,1123.35,0.1,6,2021,4,April,2
ORD-10115,2021-04-26,South,Office Supplies,Home Office,Same Day,2584.91,123.33,0.3,5,2021,4,April,2
ORD-10116,2021-04-27,West,Fashion,Corporate,Standard Class,1534.65,320.8,0.1,6,2021,4,April,2
ORD-10117,2021-04-28,Central,Grocery,Consumer,Same Day,596.35,90.86,0.0,7,2021,4,April,2
ORD-10118,2021-04-29,South,Grocery,Consumer,Second Class,525.08,3.99,0.2,5,2021,4,April,2
ORD-10119,2021-04-30,West,Grocery,Consumer,Second Class,751.55,37.75,0.05,12,2021,4,April,2
ORD-10120,2021-05-01,West,Grocery,Consumer,Standard Class,1176.11,130.31,0.0,8,2021,5,May,2
ORD-10121,2021-05-02,Central,Office Supplies,Home Office,First Class,2658.51,83.07,0.15,7,2021,5,May,2
ORD-10122,2021-05-03,East,Fashion,Corporate,Second Class,2000.77,251.83,0.2,15,2021,5,May,2
ORD-10123,2021-05-04,North,Technology,Corporate,First Class,3483.19,-172.37,0.2,15,2021,5,May,2
ORD-10124,2021-05-05,Central,Office Supplies,Home Office,Same Day,1537.75,222.0,0.05,14,2021,5,May,2
ORD-10125,2021-05-06,Central,Office Supplies,Home Office,Same Day,2426.16,512.3,0.1,8,2021,5,May,2
ORD-10126,2021-05-07,Central,Furniture,Corporate,Second Class,1383.32,181.83,0.15,14,2021,5,May,2
ORD-10127,2021-05-08,South,Grocery,Home Office,Second Class,519.07,141.74,0.0,8,2021,5,May,2
ORD-10128,2021-05-09,West,Office Supplies,Corporate,Standard Class,632.23,7.16,0.15,9,2021,5,May,2
ORD-10129,2021-05-10,West,Furniture,Corporate,First Class,4109.36,328.61,0.2,6,2021,5,May,2
ORD-10130,2021-05-11,Central,Office Supplies,Corporate,First Class,2463.62,-42.89,0.3,11,2021,5,May,2
ORD-10131,2021-05-12,West,Fashion,Home Office,Standard Class,2444.69,-140.63,0.3,4,2021,5,May,2
ORD-10132,2021-05-13,West,Furniture,Corporate,Standard Class,4156.34,-394.43,0.3,13,2021,5,May,2
ORD-10133,2021-05-14,North,Furniture,Consumer,Standard Class,2432.14,376.9,0.0,6,2021,5,May,2
ORD-10134,2021-05-15,East,Furniture,Home Office,Same Day,4528.58,-366.83,0.3,10,2021,5,May,2
ORD-10135,2021-05-16,Central,Technology,Corporate,Second Class,2701.64,114.09,0.2,8,2021,5,May,2
ORD-10136,2021-05-17,South,Office Supplies,Corporate,Standard Class,2492.54,294.17,0.15,15,2021,5,May,2
ORD-10137,2021-05-18,West,Furniture,Corporate,First Class,3883.54,387.82,0.1,10,2021,5,May,2
ORD-10138,2021-05-19,South,Office Supplies,Corporate,Second Class,823.97,48.43,0.15,7,2021,5,May,2
ORD-10139,2021-05-20,Central,Office Supplies,Corporate,First Class,1431.19,-162.27,0.3,1,2021,5,May,2
ORD-10140,2021-05-21,Central,Technology,Home Office,Same Day,6687.17,408.08,0.1,14,2021,5,May,2
ORD-10141,2021-05-22,East,Office Supplies,Home Office,Second Class,2023.31,322.08,0.1,10,2021,5,May,2
ORD-10142,2021-05-23,West,Furniture,Home Office,Standard Class,1340.13,74.34,0.15,5,2021,5,May,2
ORD-10143,2021-05-24,West,Furniture,Corporate,First Class,1937.69,17.31,0.15,12,2021,5,May,2
ORD-10144,2021-05-25,North,Fashion,Home Office,First Class,1367.56,290.52,0.05,14,2021,5,May,2
ORD-10145,2021-05-26,North,Grocery,Home Office,First Class,950.1,90.32,0.0,13,2021,5,May,2
ORD-10146,2021-05-27,South,Furniture,Home Office,First Class,1258.46,113.03,0.15,2,2021,5,May,2
ORD-10147,2021-05-28,North,Grocery,Home Office,First Class,1396.25,238.14,0.15,10,2021,5,May,2
ORD-10148,2021-05-29,East,Technology,Corporate,Standard Class,3866.44,278.45,0.2,10,2021,5,May,2
ORD-10149,2021-05-30,South,Technology,Home Office,First Class,2535.06,-21.37,0.15,11,2021,5,May,2
ORD-10150,2021-05-31,North,Technology,Corporate,Standard Class,7389.73,551.52,0.05,2,2021,5,May,2
ORD-10151,2021-06-01,North,Grocery,Home Office,Same Day,1275.51,79.19,0.3,10,2021,6,June,2
ORD-10152,2021-06-02,South,Technology,Home Office,Same Day,6148.77,759.09,0.0,5,2021,6,June,2
ORD-10153,2021-06-03,East,Grocery,Corporate,Standard Class,1046.03,220.26,0.1,11,2021,6,June,2
ORD-10154,2021-06-04,West,Office Supplies,Corporate,First Class,2592.92,634.85,0.0,4,2021,6,June,2
ORD-10155,2021-06-05,East,Technology,Home Office,Standard Class,3334.48,134.0,0.1,1,2021,6,June,2
ORD-10156,2021-06-06,East,Fashion,Consumer,Second Class,2768.89,260.55,0.05,10,2021,6,June,2
ORD-10157,2021-06-07,Central,Furniture,Consumer,First Class,5347.61,831.78,0.05,14,2021,6,June,2
ORD-10158,2021-06-08,West,Furniture,Home Office,Standard Class,2704.62,642.85,0.0,3,2021,6,June,2
ORD-10159,2021-06-09,North,Fashion,Consumer,Second Class,1039.43,170.67,0.0,5,2021,6,June,2
ORD-10160,2021-06-10,West,Technology,Corporate,Same Day,5033.4,185.28,0.1,13,2021,6,June,2
ORD-10161,2021-06-11,East,Fashion,Home Office,Standard Class,2034.06,-47.58,0.3,12,2021,6,June,2
ORD-10162,2021-06-12,West,Technology,Corporate,Same Day,2480.16,68.16,0.3,7,2021,6,June,2
ORD-10163,2021-06-13,West,Grocery,Consumer,First Class,442.76,45.38,0.05,10,2021,6,June,2
ORD-10164,2021-06-14,Central,Fashion,Home Office,First Class,2057.0,83.81,0.2,7,2021,6,June,2
ORD-10165,2021-06-15,South,Fashion,Consumer,Standard Class,2360.31,91.56,0.3,14,2021,6,June,2
ORD-10166,2021-06-16,South,Furniture,Corporate,Second Class,4675.16,442.95,0.1,7,2021,6,June,2
ORD-10167,2021-06-17,North,Technology,Corporate,First Class,4158.1,189.31,0.1,11,2021,6,June,2
ORD-10168,2021-06-18,West,Grocery,Consumer,Standard Class,481.67,62.74,0.15,2,2021,6,June,2
ORD-10169,2021-06-19,Central,Furniture,Consumer,First Class,2925.4,745.16,0.0,11,2021,6,June,2
ORD-10170,2021-06-20,West,Grocery,Corporate,First Class,1088.18,133.35,0.0,6,2021,6,June,2
ORD-10171,2021-06-21,East,Grocery,Consumer,First Class,823.13,84.39,0.2,14,2021,6,June,2
ORD-10172,2021-06-22,East,Fashion,Corporate,Standard Class,2810.24,-172.86,0.3,10,2021,6,June,2
ORD-10173,2021-06-23,North,Furniture,Home Office,First Class,2674.3,137.14,0.1,15,2021,6,June,2
ORD-10174,2021-06-24,Central,Furniture,Home Office,Same Day,4312.07,1042.93,0.05,2,2021,6,June,2
ORD-10175,2021-06-25,Central,Technology,Consumer,Same Day,3947.64,223.08,0.15,7,2021,6,June,2
ORD-10176,2021-06-26,Central,Office Supplies,Home Office,Standard Class,926.72,213.97,0.0,15,2021,6,June,2
ORD-10177,2021-06-27,West,Technology,Corporate,Same Day,4859.67,344.59,0.15,11,2021,6,June,2
ORD-10178,2021-06-28,East,Office Supplies,Home Office,Standard Class,832.87,98.4,0.15,6,2021,6,June,2
ORD-10179,2021-06-29,South,Fashion,Home Office,First Class,1716.06,287.21,0.05,1,2021,6,June,2
ORD-10180,2021-06-30,East,Technology,Corporate,Second Class,6614.21,697.07,0.05,13,2021,6,June,2
ORD-10181,2021-07-01,West,Technology,Corporate,Same Day,4195.31,789.7,0.05,3,2021,7,July,3
ORD-10182,2021-07-02,Central,Fashion,Home Office,First Class,2891.65,-26.14,0.15,2,2021,7,July,3
ORD-10183,2021-07-03,South,Technology,Consumer,First Class,5412.42,673.3,0.15,10,2021,7,July,3
ORD-10184,2021-07-04,North,Grocery,Consumer,Same Day,576.56,117.92,0.1,1,2021,7,July,3
ORD-10185,2021-07-05,North,Grocery,Consumer,Same Day,666.58,131.83,0.0,14,2021,7,July,3
ORD-10186,2021-07-06,West,Fashion,Corporate,First Class,1278.36,218.37,0.1,12,2021,7,July,3
ORD-10187,2021-07-07,Central,Technology,Home Office,Standard Class,3021.59,318.01,0.2,9,2021,7,July,3
ORD-10188,2021-07-08,East,Office Supplies,Consumer,Standard Class,1014.27,137.41,0.1,3,2021,7,July,3
ORD-10189,2021-07-09,East,Technology,Home Office,Same Day,6587.23,262.05,0.2,8,2021,7,July,3
ORD-10190,2021-07-10,Central,Fashion,Corporate,First Class,892.08,63.29,0.15,3,2021,7,July,3
ORD-10191,2021-07-11,North,Office Supplies,Home Office,Standard Class,755.8,32.01,0.2,6,2021,7,July,3
ORD-10192,2021-07-12,West,Technology,Corporate,First Class,7244.78,406.13,0.3,2,2021,7,July,3
ORD-10193,2021-07-13,Central,Fashion,Home Office,Same Day,2116.88,229.39,0.2,8,2021,7,July,3
ORD-10194,2021-07-14,South,Technology,Home Office,Second Class,4796.46,-95.1,0.2,6,2021,7,July,3
ORD-10195,2021-07-15,South,Technology,Consumer,First Class,4978.66,570.12,0.0,12,2021,7,July,3
ORD-10196,2021-07-16,South,Furniture,Corporate,Second Class,5055.33,467.53,0.1,6,2021,7,July,3
ORD-10197,2021-07-17,Central,Office Supplies,Consumer,First Class,798.46,120.31,0.1,2,2021,7,July,3
ORD-10198,2021-07-18,North,Office Supplies,Home Office,Second Class,1823.75,197.49,0.0,6,2021,7,July,3
ORD-10199,2021-07-19,North,Office Supplies,Home Office,Same Day,2088.55,-69.04,0.2,3,2021,7,July,3
ORD-10200,2021-07-20,South,Fashion,Home Office,First Class,2408.69,513.75,0.05,14,2021,7,July,3
ORD-10201,2021-07-21,West,Fashion,Home Office,Same Day,765.94,58.8,0.1,9,2021,7,July,3
ORD-10202,2021-07-22,North,Furniture,Corporate,Second Class,1850.77,197.4,0.05,4,2021,7,July,3
ORD-10203,2021-07-23,Central,Technology,Home Office,Standard Class,7321.27,1014.77,0.1,11,2021,7,July,3
ORD-10204,2021-07-24,South,Fashion,Consumer,Second Class,2663.17,124.66,0.3,3,2021,7,July,3
ORD-10205,2021-07-25,South,Furniture,Consumer,Same Day,4222.26,333.21,0.3,6,2021,7,July,3
ORD-10206,2021-07-26,North,Fashion,Home Office,Same Day,1322.7,189.3,0.2,4,2021,7,July,3
ORD-10207,2021-07-27,East,Grocery,Corporate,Same Day,1340.44,154.93,0.1,8,2021,7,July,3
ORD-10208,2021-07-28,East,Grocery,Consumer,Second Class,425.75,47.31,0.1,14,2021,7,July,3
ORD-10209,2021-07-29,Central,Office Supplies,Consumer,Standard Class,2202.55,296.37,0.0,5,2021,7,July,3
ORD-10210,2021-07-30,East,Fashion,Corporate,Standard Class,2778.09,623.48,0.05,15,2021,7,July,3
ORD-10211,2021-07-31,South,Technology,Consumer,Same Day,3285.4,702.76,0.1,9,2021,7,July,3
ORD-10212,2021-08-01,East,Office Supplies,Consumer,First Class,2362.27,496.06,0.0,15,2021,8,August,3
ORD-10213,2021-08-02,East,Furniture,Consumer,First Class,4123.5,42.3,0.15,15,2021,8,August,3
ORD-10214,2021-08-03,South,Grocery,Home Office,Standard Class,383.94,47.27,0.0,15,2021,8,August,3
ORD-10215,2021-08-04,Central,Furniture,Home Office,Same Day,2198.09,86.54,0.1,2,2021,8,August,3
ORD-10216,2021-08-05,South,Furniture,Home Office,Same Day,4714.09,848.38,0.0,2,2021,8,August,3
ORD-10217,2021-08-06,West,Fashion,Home Office,Second Class,1454.01,69.52,0.05,12,2021,8,August,3
ORD-10218,2021-08-07,East,Office Supplies,Home Office,Same Day,2003.25,-20.64,0.3,3,2021,8,August,3
ORD-10219,2021-08-08,West,Office Supplies,Home Office,Standard Class,691.42,41.4,0.15,7,2021,8,August,3
ORD-10220,2021-08-09,North,Office Supplies,Home Office,Standard Class,1324.09,300.02,0.0,6,2021,8,August,3
ORD-10221,2021-08-10,Central,Technology,Home Office,First Class,4019.48,593.72,0.0,3,2021,8,August,3
ORD-10222,2021-08-11,South,Furniture,Home Office,Same Day,4608.29,277.05,0.05,11,2021,8,August,3
ORD-10223,2021-08-12,West,Grocery,Corporate,Second Class,1476.1,163.28,0.05,1,2021,8,August,3
ORD-10224,2021-08-13,Central,Office Supplies,Corporate,Same Day,2181.91,257.95,0.0,5,2021,8,August,3
ORD-10225,2021-08-14,West,Office Supplies,Home Office,First Class,2278.62,381.42,0.0,5,2021,8,August,3
ORD-10226,2021-08-15,South,Grocery,Corporate,First Class,1232.01,68.95,0.15,3,2021,8,August,3
ORD-10227,2021-08-16,North,Fashion,Consumer,Same Day,2238.18,328.94,0.15,2,2021,8,August,3
ORD-10228,2021-08-17,North,Fashion,Corporate,Standard Class,2385.52,182.01,0.1,2,2021,8,August,3
ORD-10229,2021-08-18,South,Fashion,Consumer,Same Day,826.74,129.39,0.15,6,2021,8,August,3
ORD-10230,2021-08-19,Central,Office Supplies,Corporate,First Class,757.59,157.2,0.0,11,2021,8,August,3
ORD-10231,2021-08-20,Central,Office Supplies,Home Office,Second Class,2382.21,436.22,0.05,1,2021,8,August,3
ORD-10232,2021-08-21,West,Grocery,Consumer,Standard Class,821.57,-31.57,0.3,4,2021,8,August,3
ORD-10233,2021-08-22,West,Fashion,Home Office,Second Class,3111.04,177.03,0.15,11,2021,8,August,3
ORD-10234,2021-08-23,Central,Technology,Consumer,First Class,5892.23,382.54,0.1,7,2021,8,August,3
ORD-10235,2021-08-24,West,Technology,Home Office,Second Class,4238.02,264.18,0.2,8,2021,8,August,3
ORD-10236,2021-08-25,North,Office Supplies,Home Office,Same Day,1199.71,159.92,0.2,4,2021,8,August,3
ORD-10237,2021-08-26,East,Grocery,Consumer,Second Class,929.57,241.44,0.0,14,2021,8,August,3
ORD-10238,2021-08-27,West,Grocery,Home Office,First Class,1254.02,156.75,0.1,11,2021,8,August,3
ORD-10239,2021-08-28,North,Office Supplies,Consumer,Second Class,1668.39,65.52,0.1,13,2021,8,August,3
ORD-10240,2021-08-29,East,Furniture,Consumer,Same Day,3526.89,313.13,0.1,1,2021,8,August,3
ORD-10241,2021-08-30,East,Fashion,Home Office,Standard Class,1723.36,272.96,0.1,2,2021,8,August,3
ORD-10242,2021-08-31,Central,Grocery,Corporate,Same Day,452.93,65.44,0.2,14,2021,8,August,3
ORD-10243,2021-09-01,South,Technology,Corporate,First Class,5830.7,-79.34,0.2,3,2021,9,September,3
ORD-10244,2021-09-02,South,Furniture,Home Office,Standard Class,3376.03,475.43,0.0,14,2021,9,September,3
ORD-10245,2021-09-03,North,Furniture,Home Office,Second Class,4958.69,591.01,0.2,6,2021,9,September,3
ORD-10246,2021-09-04,East,Office Supplies,Home Office,First Class,1235.93,-10.26,0.3,3,2021,9,September,3
ORD-10247,2021-09-05,East,Fashion,Home Office,Second Class,2293.69,150.01,0.3,3,2021,9,September,3
ORD-10248,2021-09-06,Central,Office Supplies,Consumer,Standard Class,2591.95,607.05,0.0,2,2021,9,September,3
ORD-10249,2021-09-07,East,Office Supplies,Home Office,Same Day,663.6,41.67,0.3,10,2021,9,September,3
